Symbol,Name,Sector,Industry
USCB,USCB Financial Holdings Inc. Class A Common Stock,Finance,Major Banks
USEG,U.S. Energy Corp. Common Stock (DE),Energy,Oil & Gas Production
USFD,US Foods Holding Corp. Common Stock,Consumer Discretionary,Food Distributors
USGO,U.S. GoldMining Inc. Common stock,Basic Materials,Precious Metals
USGOW,U.S. GoldMining Inc. Warrant,Basic Materials,Precious Metals
USIO,Usio Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
USLM,United States Lime & Minerals Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USNA,USANA Health Sciences Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
USPH,U.S. Physical Therapy Inc. Common Stock,Health Care,Medical/Nursing Services
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,Finance,Finance Companies
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
UTHR,United Therapeutics Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
UTI,Universal Technical Institute Inc Common Stock,Real Estate,Other Consumer Services
UTL,UNITIL Corporation Common Stock,Utilities,Power Generation
UTMD,Utah Medical Products Inc. Common Stock,Health Care,Medical/Dental Instruments
UTZ,Utz Brands Inc Class A Common Stock ,Consumer Staples,Packaged Foods
UUU,Universal Safety Products Inc. Common Stock,Technology,Electronic Components
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Finance,Property-Casualty Insurers
UVSP,Univest Financial Corporation Common Stock,Finance,Major Banks
UVV,Universal Corporation Common Stock,Industrials,Farming/Seeds/Milling
UWMC,UWM Holdings Corporation Class A Common Stock,Finance,Finance: Consumer Services
UYSC,UY Scuti Acquisition Corp. Ordinary Shares,Finance,Blank Checks
UZD,Array Digital Infrastructure Inc. 6.250% Senior Notes due 2069,Telecommunications,Telecommunications Equipment
UZE,Array Digital Infrastructure Inc. 5.500% Senior Notes due 2070,Telecommunications,Telecommunications Equipment
UZF,Array Digital Infrastructure Inc. 5.500% Senior Notes due 2070,Telecommunications,Telecommunications Equipment
V,Visa Inc.,Real Estate,Real Estate
VABK,Virginia National Bankshares Corporation Common Stock,Finance,Major Banks
VAC,Marriott Vacations Worldwide Corporation Common Stock,Finance,Real Estate
VACH,Voyager Acquisition Corp Class A Ordinary Shares,,
VACHU,Voyager Acquisition Corp Unit,Finance,Blank Checks
VACHW,Voyager Acquisition Corp Warrants,Finance,Blank Checks
VAL,Valaris Limited Common Shares,Energy,Oil & Gas Production
VALU,Value Line Inc. Common Stock,Finance,Investment Managers
VANI,Vivani Medical Inc. Common Stock (DE),Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VATE,INNOVATE Corp. Common Stock,Industrials,Metal Fabrications
VBF,Invesco Bond Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
VBIO,Valion Bio Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VC,Visteon Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,Vericel Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCTR,Victory Capital Holdings Inc. Class A Common Stock,Finance,Investment Managers
VCV,Invesco California Value Municipal Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
VCYT,Veracyte Inc. Common Stock,Health Care,Medical Specialities
VECO,Veeco Instruments Inc. Common Stock,Technology,Industrial Machinery/Components
VEEA,Veea Inc. Common Stock,Finance,Blank Checks
VEEE,Twin Vee PowerCats Co. Common Stock,Industrials,Marine Transportation
VEEV,Veeva Systems Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
VEL,Velocity Financial Inc. Common Stock,Finance,Finance: Consumer Services
VELO,Velo3D Inc. Common stock,Technology,Industrial Machinery/Components
VENU,Venu Holding Corporation Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
VERA,Vera Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VERI,Veritone Inc. Common Stock,Technology,EDP Services
VERU,Veru Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VERX,Vertex Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
VFC,V.F. Corporation Common Stock,Industrials,Garments and Clothing
VFL,abrdn National Municipal Income Fund Common Stock,Finance,Finance/Investors Services
VG,Venture Global Inc. Class A common stock,Utilities,Oil/Gas Transmission
VGAS,Verde Clean Fuels Inc. Class A Common Stock,Industrials,Major Chemicals
VGASW,Verde Clean Fuels Inc. Warrant,Industrials,Major Chemicals
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
VGZ,Vista Gold Corp Common Stock,Basic Materials,Precious Metals
VHC,VirnetX Holding Corp Common Stock,Miscellaneous,Multi-Sector Companies
VHCP,Vine Hill Capital Investment Corp. II Class A Ordinary Shares,,
VHCPU,Vine Hill Capital Investment Corp. II Units,Finance,Blank Checks
VHCPW,Vine Hill Capital Investment Corp. II Warrants,,
VHI,Valhi Inc. Common Stock,Basic Materials,Major Chemicals
VHUB,VenHub Global Inc. Common Stock,Technology,Industrial Machinery/Components
VIA,Via Transportation Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Utilities,Power Generation
VIAV,Viavi Solutions Inc. Common Stock,Technology,Semiconductors
VICI,VICI Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VICR,Vicor Corporation Common Stock,Technology,Industrial Machinery/Components
VIK,Viking Holdings Ltd Ordinary Shares,Consumer Discretionary,Marine Transportation
VIR,Vir Biotechnology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VIRC,Virco Manufacturing Corporation Common Stock,Consumer Discretionary,Industrial Specialties
VIRT,Virtu Financial Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
VISN,Vistance Networks Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VITL,Vital Farms Inc. Common Stock,Consumer Staples,Packaged Foods
VIVK,Vivakor Inc. Common Stock,,
VIVS,VivoSim Labs Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Finance,Finance Companies
VKQ,Invesco Municipal Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
VKTX,Viking Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VLGEA,Village Super Market Inc. Class A Common Stock,Consumer Staples,Food Chains
VLO,Valero Energy Corporation Common Stock,Energy,Integrated oil Companies
VLT,Invesco High Income Trust II,Finance,Trusts Except Educational Religious and Charitable
VLTO,Veralto Corp Common Stock ,Industrials,Electrical Products
VLY,Valley National Bancorp Common Stock,Finance,Major Banks
VLYPN,Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series C,Finance,Major Banks
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
VMC,Vulcan Materials Company (Holding Company) Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMD,Viemed Healthcare Inc. Common Shares,Health Care,Misc Health and Biotechnology Services
VMI,Valmont Industries Inc. Common Stock,Industrials,Metal Fabrications
VMO,Invesco Municipal Opportunity Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
VNCE,Vince Holding Corp. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VNDA,Vanda Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VNO,Vornado Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts
VNO^L,Vornado Realty Trust Pfd Ser L %,,
VNO^M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,,
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share,,
VNO^O,Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares Liquidation Preference $25.00 Per Share,,
VNOM,Viper Energy Inc. Class A Common Stock,Energy,Oil & Gas Production
VNT,Vontier Corporation Common Stock ,Industrials,Industrial Machinery/Components
VOC,VOC Energy Trust Units of Beneficial Interest,Energy,Oil & Gas Production
VOR,Vor Biopharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VOYA,Voya Financial Inc. Common Stock,Finance,Life Insurance
VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,,
VOYG,Voyager Technologies Inc. Class A Common Stock,Industrials,Military/Government/Technical
VPG,Vishay Precision Group Inc. Common Stock,Technology,Electrical Products
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
VRA,Vera Bradley Inc. Common Stock,Consumer Discretionary,Apparel
VRCA,Verrica Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VRDN,Viridian Therapeutics Inc. Common Stock,Health Care,Medical Specialities
VRE,Veris Residential Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VREX,Varex Imaging Corporation Common Stock,Technology,Industrial Machinery/Components
VRM,Vroom Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
VRME,VerifyMe Inc. Common Stock,Technology,EDP Services
VRNS,Varonis Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
VRRM,Verra Mobility Corporation Class A Common Stock,Consumer Discretionary,Transportation Services
VRSK,Verisk Analytics Inc. Common Stock,Industrials,Diversified Commercial Services
VRSN,VeriSign Inc. Common Stock,Technology,EDP Services
VRT,Vertiv Holdings LLC Class A Common Stock,Technology,Industrial Machinery/Components
VRTS,Virtus Investment Partners Inc. Common Stock,Finance,Investment Managers
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VSAT,ViaSat Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VSCO,Victorias Secret & Co. Common Stock ,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VSEC,VSE Corporation Common Stock,Consumer Discretionary,Military/Government/Technical
VSECU,VSE Corporation Tangible Equity Units,,
VSEE,VSee Health Inc. Common Stock,Health Care,Medical/Nursing Services
VSEEW,VSee Health Inc. Warrant,Health Care,Medical/Nursing Services
VSH,Vishay Intertechnology Inc. Common Stock,Technology,Electrical Products
VSNT,Versant Media Group Inc. Class A Common Stock ,Industrials,Broadcasting
VST,Vistra Corp. Common Stock,Utilities,Electric Utilities: Central
VSTD,Vestand Inc. Class A Common Stock,Consumer Discretionary,Restaurants
VSTM,Verastem Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VSTS,Vestis Corporation Common Stock,Consumer Discretionary,Consumer Specialties
VTGN,Vistagen Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VTIX,Virtuix Holdings Inc. Class A Common Stock,Technology,Computer peripheral equipment
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,Finance,Finance Companies
VTOL,Bristow Group Inc. Common Stock,Consumer Discretionary,Transportation Services
VTR,Ventas Inc. Common Stock,Real Estate,Real Estate Investment Trusts
VTRS,Viatris Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VTS,Vitesse Energy Inc. Common Stock,Energy,Oil & Gas Production
VTSI,VirTra Inc. Common Stock,Consumer Discretionary,Miscellaneous manufacturing industries
VTVT,vTv Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VUZI,Vuzix Corporation Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VVOS,Vivos Therapeutics Inc. Common Stock,Health Care,Medical/Dental Instruments
VVR,Invesco Senior Income Trust Common Stock (DE),Finance,Trusts Except Educational Religious and Charitable
VVV,Valvoline Inc. Common Stock,Industrials,Major Chemicals
VVX,V2X Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
VWAV,VisionWave Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
VWAVW,VisionWave Holdings Inc. Warrant,Technology,Computer Software: Prepackaged Software
VYGR,Voyager Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYNE,VYNE Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VYX,NCR Voyix Corporation Common Stock,Miscellaneous,Office Equipment/Supplies/Services
VZ,Verizon Communications Inc. Common Stock,Telecommunications,Telecommunications Equipment
W,Wayfair Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,Industrials,Railroads
WABC,Westamerica Bancorporation Common Stock,Finance,Major Banks
WAFD,WaFd Inc. Common Stock,Finance,Major Banks
WAFDP,WaFd Inc. Depositary Shares,Finance,Major Banks
WAL,Western Alliance Bancorporation Common Stock (DE),Finance,Major Banks
WAL^A,Western Alliance Bancorporation Depositary Shares Each Representing a 1/400th Interest in a Share of 4.250% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,,
WALD,Waldencast plc Class A Ordinary Share,Consumer Discretionary,Package Goods/Cosmetics
WALDW,Waldencast plc Warrant ,Consumer Discretionary,Package Goods/Cosmetics
WASH,Washington Trust Bancorp Inc. Common Stock,Finance,Major Banks
WAT,Waters Corporation Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
WATT,Energous Corporation Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
WAY,Waystar Holding Corp. Common Stock,Technology,EDP Services
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,Consumer Discretionary,Services-Misc. Amusement & Recreation
WBS,Webster Financial Corporation Common Stock,Finance,Major Banks
WBS^F,Webster Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock,,
WBS^G,Webster Financial Corporation Depositary Shares each representing a 1/40th interest in a share of 6.50% Series G non-cumulative perpetual preferred stock,,
WBTN,WEBTOON Entertainment Inc. Common stock,Consumer Discretionary,Publishing
WCC,WESCO International Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment
WD,Walker & Dunlop Inc Common Stock,Finance,Finance: Consumer Services
WDAY,Workday Inc. Class A Common Stock,Technology,EDP Services
WDC,Western Digital Corporation Common Stock,Technology,Electronic Components
WDFC,WD-40 Company Common Stock,Industrials,Major Chemicals
WDI,Western Asset Diversified Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
WEA,Western Asset Bond Fund Share of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
WEAV,Weave Communications Inc. Common Stock,Technology,Computer Software: Prepackaged Software
WEC,WEC Energy Group Inc. Common Stock,Utilities,Power Generation
WELL,Welltower Inc. Common Stock,Real Estate,Real Estate Investment Trusts
WEN,Wendy's Company (The) Common Stock,Consumer Discretionary,Restaurants
WENN,Wen Acquisition Corp Class A Ordinary Shares,,
WENNU,Wen Acquisition Corp Unit,Finance,Blank Checks
